STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;GR_KT_GDE;Grossregionen, Kantone, Bezirke und Gemeinden;WOHN_ANZAHL;Anzahl Zimmer;LEERWOHN_TYP;Typ der leer stehenden Wohnung;MEASURE_DIMENSION;Art der Messung;FREQ;Frequenz der Beobachtung;TIME_PERIOD;Zeitperiode;OBS_VALUE;Beobachtungswert;DIFF_DB_STATE;Stand der Datenbank;DIFF_EMBARGO_DATE;Publikationsdatum;DIFF_LAST_UPDATE;Aktualisierungsdatum;DIFF_REGION_STATE;Raumbezugsdatum;DECIMALS;Dezimalstellen;DIFF_REGION_REF;Raumbezug;OBS_STATUS;Beobachtungsstatus
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6238;Grône;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.2;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6239;Icogne;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.73;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6240;Lens;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;3.08;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6246;Saint-Léonard;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.21;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6248;Siders;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;2.85;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6252;Anniviers;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.83;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6253;Crans-Montana;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.7;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6254;Noble-Contrée;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;3.58;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;626;Walkringen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.95;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6261;Arbaz;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.98;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6263;Grimisuat;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.55;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6265;Savièse;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.2;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6266;Sitten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.22;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6267;Veysonnaz;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.63;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;627;Worb;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.32;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;628;Zäziwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.47;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6281;Baltschieder;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.65;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6282;Eisten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6283;Embd;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;3.81;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6285;Grächen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.42;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6286;Lalden;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.28;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6287;Randa;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.21;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6288;Saas-Almagell;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.84;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6289;Saas-Balen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.27;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;629;Oberhünigen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.68;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6290;Saas-Fee;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.25;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6291;Saas-Grund;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.29;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6292;St. Niklaus;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.55;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6293;Stalden (VS);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.97;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6294;Staldenried;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6295;Täsch;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.98;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6296;Törbel;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.59;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6297;Visp;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.04;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6298;Visperterminen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.51;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6299;Zeneggen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;63;Lufingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.25;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;630;Allmendingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6300;Zermatt;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.59;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;632;Wichtrach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.61;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;64;Nürensdorf;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.47;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6404;Boudry;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.29;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6408;Cortaillod;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.13;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6413;Rochefort;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.39;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6416;Milvignes;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.35;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6417;La Grande Béroche;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.94;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6421;La Chaux-de-Fonds;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;3.57;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6422;Les Planchettes;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;5.76;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6423;La Sagne;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;4.69;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6432;La Brévine;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.99;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6433;Brot-Plamboz;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6434;Le Cerneux-Péquignot;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6435;La Chaux-du-Milieu;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.22;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6436;Le Locle;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;3.91;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6437;Les Ponts-de-Martel;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;2.02;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6451;Cornaux;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6452;Cressier (NE);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.9;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6455;Le Landeron;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.07;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;6456;Lignières;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
